CP008700.1
CP011421.1
CP014155.1
CP014156.1
CP019077.1
CP019079.1
CP023134.2
CP023502.1
CP025089.1
CP025092.1
CP025211.1
CP025515.1
CP025630.1
CP025636.1
CP025816.1
CP026585.2
CP028915.1
CP029216.1
CP029432.1
CP029437.1
CP029443.1
NC_009648.1
NC_011283.1
NC_012731.1
NC_013850.1
NC_016612.1
NC_016845.1
NC_017540.1
NC_018106.1
NC_018522.1
NC_021232.1
NC_022082.1
NC_022566.1
NZ_AP014950.1
NZ_AP014951.1
NZ_CP003999.1
NZ_CP004887.1
NZ_CP006659.2
NZ_CP006722.1
NZ_CP006738.1
NZ_CP006798.1
NZ_CP006918.1
NZ_CP006923.1
NZ_CP007727.1
NZ_CP007731.1
NZ_CP008788.1
NZ_CP008797.1
NZ_CP008827.1
NZ_CP008831.1
NZ_CP008841.1
NZ_CP008929.1
NZ_CP009114.1
NZ_CP009208.1
NZ_CP009274.2
NZ_CP009461.1
NZ_CP009771.1
NZ_CP009775.1
NZ_CP009863.1
NZ_CP009872.1
NZ_CP009876.1
NZ_CP010361.1
NZ_CP010392.1
NZ_CP010523.2
NZ_CP011077.1
NZ_CP011313.1
NZ_CP011578.1
NZ_CP011597.1
NZ_CP011618.1
NZ_CP011624.1
NZ_CP011636.1
NZ_CP011647.1
NZ_CP011976.1
NZ_CP011980.1
NZ_CP011985.1
NZ_CP011989.1
NZ_CP012043.1
NZ_CP012252.1
NZ_CP012300.1
NZ_CP012426.1
NZ_CP012560.1
NZ_CP012561.1
NZ_CP012568.1
NZ_CP012743.1
NZ_CP012744.1
NZ_CP012745.1
NZ_CP012753.1
NZ_CP012883.1
NZ_CP012987.1
NZ_CP012992.1
NZ_CP013322.1
NZ_CP013711.1
NZ_CP014004.1
NZ_CP014008.1
NZ_CP014010.1
NZ_CP014071.1
NZ_CP014123.1
NZ_CP014154.1
NZ_CP014294.1
NZ_CP014647.1
NZ_CP014696.2
NZ_CP014755.1
NZ_CP014762.1
NZ_CP015025.1
NZ_CP015120.1
NZ_CP015130.1
NZ_CP015134.1
NZ_CP015382.1
NZ_CP015385.1
NZ_CP015392.1
NZ_CP015500.1
NZ_CP015753.1
NZ_CP015822.1
NZ_CP015990.1
NZ_CP016159.1
NZ_CP016811.1
NZ_CP016813.1
NZ_CP016814.1
NZ_CP016923.1
NZ_CP016926.1
NZ_CP017284.1
NZ_CP017289.1
NZ_CP017385.1
NZ_CP017450.1
NZ_CP017849.1
NZ_CP017928.1
NZ_CP017934.1
NZ_CP017985.1
NZ_CP017994.1
NZ_CP018056.1
NZ_CP018140.1
NZ_CP018306.1
NZ_CP018337.1
NZ_CP018352.1
NZ_CP018356.1
NZ_CP018362.1
NZ_CP018364.1
NZ_CP018427.1
NZ_CP018428.1
NZ_CP018437.1
NZ_CP018438.1
NZ_CP018447.1
NZ_CP018450.1
NZ_CP018454.1
NZ_CP018458.1
NZ_CP018671.1
NZ_CP018676.1
NZ_CP018686.1
NZ_CP018692.1
NZ_CP018695.1
NZ_CP018701.1
NZ_CP018707.1
NZ_CP018713.1
NZ_CP018719.1
NZ_CP018735.1
NZ_CP018816.1
NZ_CP018883.1
NZ_CP018885.1
NZ_CP019047.1
NZ_CP019160.1
NZ_CP019219.1
NZ_CP019772.1
NZ_CP020061.1
NZ_CP020067.1
NZ_CP020071.1
NZ_CP020108.1
NZ_CP020358.1
NZ_CP020657.1
NZ_CP020837.1
NZ_CP020841.1
NZ_CP020847.1
NZ_CP020853.1
NZ_CP020901.1
NZ_CP021539.1
NZ_CP021549.1
NZ_CP021685.1
NZ_CP021696.1
NZ_CP021708.1
NZ_CP021718.1
NZ_CP021740.1
NZ_CP021751.1
NZ_CP021757.1
NZ_CP021833.1
NZ_CP021859.1
NZ_CP021939.1
NZ_CP021944.1
NZ_CP021950.1
NZ_CP021955.1
NZ_CP021960.1
NZ_CP022023.1
NZ_CP022127.1
NZ_CP022143.1
NZ_CP022348.1
NZ_CP022573.1
NZ_CP022691.1
NZ_CP022823.1
NZ_CP022882.1
NZ_CP022997.1
NZ_CP023185.1
NZ_CP023478.1
NZ_CP023487.1
NZ_CP023553.1
NZ_CP023907.1
NZ_CP023913.1
NZ_CP023919.1
NZ_CP023925.1
NZ_CP023933.1
NZ_CP023941.1
NZ_CP023946.1
NZ_CP023949.1
NZ_CP024038.1
NZ_CP024191.1
NZ_CP024429.1
NZ_CP024458.1
NZ_CP024482.1
NZ_CP024489.1
NZ_CP024496.1
NZ_CP024499.1
NZ_CP024504.1
NZ_CP024515.1
NZ_CP024521.1
NZ_CP024528.1
NZ_CP024535.1
NZ_CP024542.1
NZ_CP024545.1
NZ_CP024548.1
NZ_CP024549.1
NZ_CP024556.1
NZ_CP024563.1
