CP008701.1
NZ_CP013323.1
NZ_CP013324.1
NZ_CP013325.1
NZ_CP013326.1
NZ_CP013712.1
NZ_CP013713.1
NZ_CP014005.1
NZ_CP014006.1
NZ_CP014009.1
NZ_CP014011.1
NZ_CP014072.1
NZ_CP014073.1
NZ_CP014121.1
NZ_CP014122.1
NZ_CP014124.1
NZ_CP014125.1
NZ_CP014295.1
NZ_CP014296.1
NZ_CP014297.1
NZ_CP014298.1
NZ_CP014299.1
NZ_CP014300.1
NZ_CP014305.2
NZ_CP014648.1
NZ_CP014649.1
NZ_CP014650.1
NZ_CP014697.2
NZ_CP014698.2
NZ_CP014747.1
NZ_CP014756.1
NZ_CP014757.1
NZ_CP014758.1
NZ_CP014763.1
NZ_CP014764.1
NZ_CP014765.1
NZ_CP015026.1
NZ_CP015131.1
NZ_CP015132.1
NZ_CP015133.1
NZ_CP015135.1
NZ_CP015383.1
NZ_CP015384.1
NZ_CP015386.1
NZ_CP015387.1
NZ_CP015388.1
NZ_CP015389.1
NZ_CP015390.1
NZ_CP015391.1
NZ_CP015393.1
NZ_CP015394.1
NZ_CP015395.1
NZ_CP015396.1
NZ_CP015397.1
NZ_CP015501.1
NZ_CP015502.1
NZ_CP015503.1
NZ_CP015504.1
NZ_CP015505.1
NZ_CP015754.1
NZ_CP015755.1
NZ_CP015823.1
NZ_CP015824.1
NZ_CP015825.1
NZ_CP015991.1
NZ_CP016160.1
NZ_CP016161.1
NZ_CP016810.1
NZ_CP016812.1
NZ_CP016815.1
NZ_CP016919.1
NZ_CP016920.1
NZ_CP016921.1
NZ_CP016922.1
NZ_CP016924.1
NZ_CP016925.1
NZ_CP016927.1
NZ_CP017281.1
NZ_CP017282.1
NZ_CP017283.1
NZ_CP017285.1
NZ_CP017286.1
NZ_CP017287.1
NZ_CP017288.1
NZ_CP017386.1
NZ_CP017387.1
NZ_CP017388.1
NZ_CP017451.1
NZ_CP017452.1
NZ_CP017850.1
NZ_CP017851.1
NZ_CP017852.1
NZ_CP017853.1
NZ_CP017929.1
NZ_CP017930.1
NZ_CP017931.1
NZ_CP017932.1
NZ_CP017933.1
NZ_CP017935.1
NZ_CP017936.1
NZ_CP017937.1
NZ_CP017986.1
NZ_CP017987.1
NZ_CP017988.1
NZ_CP017989.1
NZ_CP018313.1
NZ_CP018314.1
NZ_CP018315.1
NZ_CP018316.1
NZ_CP018317.1
NZ_CP018318.1
NZ_CP018338.1
NZ_CP018339.1
NZ_CP018340.1
NZ_CP018341.1
NZ_CP018342.1
NZ_CP018343.1
NZ_CP018348.1
NZ_CP018350.1
NZ_CP018351.1
NZ_CP018353.1
NZ_CP018354.1
NZ_CP018355.1
NZ_CP018357.1
NZ_CP018358.1
NZ_CP018359.1
NZ_CP018360.1
NZ_CP018361.1
NZ_CP018365.1
NZ_CP018366.1
NZ_CP018423.1
NZ_CP018424.1
NZ_CP018425.1
NZ_CP018426.1
NZ_CP018429.1
NZ_CP018430.1
NZ_CP018431.1
NZ_CP018432.1
NZ_CP018433.1
NZ_CP018434.1
NZ_CP018435.1
NZ_CP018436.1
NZ_CP018439.1
NZ_CP018440.1
NZ_CP018441.1
NZ_CP018442.1
NZ_CP018443.1
NZ_CP018444.1
NZ_CP018445.1
NZ_CP018446.1
NZ_CP018448.1
NZ_CP018449.1
NZ_CP018451.1
NZ_CP018452.1
NZ_CP018453.1
NZ_CP018455.1
NZ_CP018459.1
NZ_CP018460.1
NZ_CP018461.1
NZ_CP018462.1
NZ_CP018665.1
NZ_CP018666.1
NZ_CP018667.1
NZ_CP018668.1
NZ_CP018669.1
NZ_CP018670.1
NZ_CP018672.1
NZ_CP018674.1
NZ_CP018675.1
NZ_CP018687.1
NZ_CP018688.1
NZ_CP018689.1
NZ_CP018690.1
NZ_CP018691.1
NZ_CP018693.1
NZ_CP018694.1
NZ_CP018696.1
NZ_CP018697.1
NZ_CP018698.1
NZ_CP018699.1
NZ_CP018700.1
NZ_CP018702.1
NZ_CP018703.1
NZ_CP018704.1
NZ_CP018705.1
NZ_CP018706.1
NZ_CP018708.1
NZ_CP018709.1
NZ_CP018710.1
NZ_CP018711.1
NZ_CP018712.1
NZ_CP018714.1
NZ_CP018715.1
NZ_CP018716.1
NZ_CP018717.1
NZ_CP018718.1
NZ_CP018720.1
NZ_CP018721.1
NZ_CP018722.1
NZ_CP018723.1
NZ_CP018724.1
NZ_CP018736.1
NZ_CP018737.1
NZ_CP018738.1
NZ_CP018739.1
NZ_CP018740.1
NZ_CP018817.1
NZ_CP018818.1
NZ_CP018819.1
NZ_CP018884.1
NZ_CP018886.1
NZ_CP018887.1
NZ_CP019048.1
NZ_CP019049.1
NZ_CP019050.1
NZ_CP019161.1
NZ_CP019220.1
NZ_CP019773.1
NZ_CP019774.1
NZ_CP019775.1
NZ_CP019776.1
NZ_CP020062.1
NZ_CP020063.1
NZ_CP020064.1
NZ_CP020065.1
NZ_CP020066.1
NZ_CP020068.1
NZ_CP020069.1
NZ_CP020070.1
NZ_CP020072.1
NZ_CP020073.1
NZ_CP020074.1
NZ_CP020075.1
NZ_CP020109.1
NZ_CP020110.1
NZ_CP020111.1
NZ_CP020112.1
NZ_CP020359.1
NZ_CP020838.1
NZ_CP020839.1
NZ_CP020840.1
NZ_CP020842.1
NZ_CP020843.1
NZ_CP020844.1
NZ_CP020845.1
NZ_CP020846.1
NZ_CP020848.1
NZ_CP020849.1
NZ_CP020850.1
NZ_CP020851.1
NZ_CP020852.1
NZ_CP020854.1
NZ_CP020855.1
NZ_CP020856.1
NZ_CP020902.1
NZ_CP020903.1
NZ_CP020904.1
NZ_CP020905.1
NZ_CP021540.1
NZ_CP021541.1
NZ_CP021542.1
NZ_CP021543.1
NZ_CP021544.1
NZ_CP021545.1
NZ_CP021546.1
NZ_CP021547.1
NZ_CP021548.1
NZ_CP021686.1
NZ_CP021687.1
NZ_CP021688.1
NZ_CP021697.1
NZ_CP021698.1
NZ_CP021699.1
NZ_CP021700.1
NZ_CP021709.1
NZ_CP021710.1
NZ_CP021711.1
NZ_CP021712.1
NZ_CP021713.1
NZ_CP021714.1
NZ_CP021715.1
NZ_CP021716.1
NZ_CP021717.1
NZ_CP021741.1
NZ_CP021742.1
NZ_CP021743.1
NZ_CP021752.1
NZ_CP021753.1
NZ_CP021754.1
NZ_CP021755.1
NZ_CP021756.1
NZ_CP021758.1
NZ_CP021759.1
NZ_CP021760.1
NZ_CP021761.1
NZ_CP021834.1
NZ_CP021835.1
NZ_CP021836.1
NZ_CP021837.1
NZ_CP021856.1
NZ_CP021857.1
NZ_CP021858.1
NZ_CP021860.1
NZ_CP021861.1
NZ_CP021940.1
NZ_CP021941.1
NZ_CP021942.1
NZ_CP021943.1
NZ_CP021945.1
NZ_CP021946.1
NZ_CP021947.1
NZ_CP021948.1
NZ_CP021949.1
NZ_CP021951.1
NZ_CP021952.1
NZ_CP021953.1
NZ_CP021954.1
NZ_CP021956.1
NZ_CP021957.1
NZ_CP021958.1
NZ_CP021959.1
NZ_CP021961.1
NZ_CP021962.1
NZ_CP022125.1
NZ_CP022126.1
NZ_CP022128.1
NZ_CP022144.1
NZ_CP022145.1
NZ_CP022146.1
NZ_CP022147.1
NZ_CP022349.1
NZ_CP022350.1
NZ_CP022351.1
NZ_CP022574.1
NZ_CP022575.1
NZ_CP022576.1
NZ_CP022692.1
NZ_CP022693.1
NZ_CP022694.1
NZ_CP022824.1
NZ_CP022825.1
NZ_CP022826.1
NZ_CP023186.1
NZ_CP023187.1
NZ_CP023188.1
NZ_CP023479.1
NZ_CP023480.1
NZ_CP023488.1
NZ_CP023489.1
NZ_CP023554.1
NZ_CP023555.1
NZ_CP023556.1
NZ_CP023557.1
NZ_CP023906.1
NZ_CP023908.1
NZ_CP023909.1
NZ_CP023910.1
NZ_CP023911.1
NZ_CP023912.1
NZ_CP023914.1
NZ_CP023915.1
NZ_CP023916.1
NZ_CP023917.1
NZ_CP023918.1
NZ_CP023920.1
NZ_CP023921.1
NZ_CP023922.1
NZ_CP023923.1
NZ_CP023924.1
NZ_CP023926.1
NZ_CP023927.1
NZ_CP023928.1
NZ_CP023929.1
NZ_CP023930.1
NZ_CP023931.1
NZ_CP023932.1
NZ_CP023934.1
NZ_CP023935.1
NZ_CP023936.1
NZ_CP023937.1
NZ_CP023938.1
NZ_CP023939.1
NZ_CP023940.1
NZ_CP023942.1
NZ_CP023943.1
NZ_CP023944.1
NZ_CP023945.1
NZ_CP023947.1
NZ_CP023948.1
NZ_CP023950.1
NZ_CP023951.1
NZ_CP023952.1
NZ_CP023953.1
NZ_CP023954.1
NZ_CP023955.1
NZ_CP024039.1
NZ_CP024040.1
NZ_CP024041.1
NZ_CP024042.1
NZ_CP024043.1
NZ_CP024044.1
NZ_CP024192.1
NZ_CP024193.1
NZ_CP024194.1
NZ_CP024195.1
NZ_CP024196.1
NZ_CP024197.1
NZ_CP024430.1
NZ_CP024431.1
NZ_CP024432.1
NZ_CP024433.1
NZ_CP024434.1
NZ_CP024435.1
NZ_CP024436.1
NZ_CP024459.1
NZ_CP024460.1
NZ_CP024461.1
NZ_CP024462.1
NZ_CP024463.1
NZ_CP024464.1
NZ_CP024465.1
NZ_CP024483.1
NZ_CP024484.1
NZ_CP024485.1
NZ_CP024486.1
NZ_CP024487.1
NZ_CP024488.1
NZ_CP024490.1
NZ_CP024491.1
NZ_CP024492.1
NZ_CP024493.1
NZ_CP024494.1
NZ_CP024495.1
NZ_CP024497.1
NZ_CP024498.1
NZ_CP024500.1
NZ_CP024501.1
NZ_CP024502.1
NZ_CP024503.1
NZ_CP024505.1
NZ_CP024506.1
NZ_CP024507.1
NZ_CP024508.1
NZ_CP024509.1
NZ_CP024510.1
NZ_CP024511.1
NZ_CP024512.1
NZ_CP024513.1
NZ_CP024514.1
NZ_CP024516.1
NZ_CP024517.1
NZ_CP024518.1
NZ_CP024519.1
NZ_CP024520.1
NZ_CP024522.1
NZ_CP024523.1
NZ_CP024524.1
NZ_CP024525.1
NZ_CP024526.1
NZ_CP024527.1
NZ_CP024529.1
NZ_CP024530.1
NZ_CP024531.1
NZ_CP024532.1
NZ_CP024533.1
NZ_CP024534.1
NZ_CP024536.1
NZ_CP024537.1
NZ_CP024538.1
NZ_CP024539.1
NZ_CP024540.1
NZ_CP024541.1
NZ_CP024543.1
NZ_CP024544.1
NZ_CP024546.1
NZ_CP024547.1
NZ_CP024550.1
NZ_CP024551.1
NZ_CP024552.1
NZ_CP024553.1
NZ_CP024554.1
NZ_CP024555.1
NZ_CP024557.1
NZ_CP024558.1
NZ_CP024559.1
NZ_CP024560.1
NZ_CP024561.1
NZ_CP024562.1
NZ_CP024564.1
NZ_CP024565.1
NZ_CP024566.1
NZ_CP024567.1
NZ_CP024568.1
NZ_CP024569.1
NZ_CP024571.1
NZ_CP024572.1
NZ_CP024573.1
NZ_CP024574.1
NZ_CP024575.1
NZ_CP024835.1
NZ_CP024836.1
NZ_CP024837.1
NZ_CP024839.1
NZ_CP024840.1
NZ_CP024841.1
NZ_CP024875.1
NZ_CP024876.1
NZ_CP024877.1
NZ_CP024878.1
NZ_CP024879.1
NZ_CP024884.1
NZ_CP024917.1
NZ_CP024918.1
NZ_CP024919.1
NZ_CP025006.1
NZ_CP025007.1
NZ_CP025009.1
NZ_CP025010.1
NZ_CP025038.1
NZ_CP025039.1
NZ_CP025040.1
NZ_CP025041.1
NZ_CP025042.1
NZ_CP025081.1
NZ_CP025141.1
NZ_CP025142.1
NZ_CP025144.1
NZ_CP025145.1
NZ_CP025147.1
NZ_CP025148.1
NZ_CP025457.1
NZ_CP025458.1
NZ_CP025459.1
NZ_CP025460.1
NZ_CP025462.1
NZ_CP025463.1
NZ_CP025464.1
NZ_CP025465.1
NZ_CP025467.1
NZ_CP025468.1
NZ_CP025469.1
NZ_CP025470.1
NZ_CP025632.1
NZ_CP025634.1
NZ_CP025635.1
NZ_CP025640.1
NZ_CP025642.1
NZ_CP025952.1
NZ_CP025964.1
NZ_CP025965.1
NZ_CP025966.1
NZ_CP026172.1
NZ_CP026173.1
NZ_CP026174.1
NZ_CP026175.1
NZ_CP026176.1
NZ_CP026179.1
NZ_CP026180.1
NZ_CP026181.1
NZ_CP026182.1
NZ_CP026183.1
NZ_CP026184.1
NZ_CP026185.1
NZ_CP026186.1
NZ_CP026270.1
NZ_CP026271.1
NZ_CP026272.1
NZ_CP026273.1
NZ_CP026274.1
NZ_CP026276.1
NZ_CP026277.1
NZ_CP026278.1
NZ_CP026279.1
NZ_CP026280.1
NZ_CP026281.1
NZ_CP026282.1
NZ_CP026283.1
NZ_CP026284.1
NZ_CP026393.1
NZ_CP026394.1
NZ_CP026395.1
NZ_CP026396.1
NZ_CP026397.1
NZ_CP026398.1
NZ_CP026496.1
NZ_CP026497.1
NZ_CP026587.1
NZ_CP026588.1
NZ_CP026589.1
NZ_CP026590.1
NZ_CP026716.1
NZ_CP026717.1
NZ_CP026718.1
NZ_CP026752.1
NZ_CP026753.1
NZ_CP026757.1
NZ_CP026758.1
NZ_CP026759.1
NZ_CP026760.1
NZ_CP027063.2
NZ_CP027065.2
NZ_CP027066.2
NZ_CP027067.1
NZ_CP027147.1
NZ_CP027148.1
NZ_CP027149.1
NZ_CP027150.1
NZ_CP027151.1
NZ_CP027152.1
NZ_CP027153.1
NZ_CP027154.1
NZ_CP027155.1
NZ_CP027156.1
NZ_CP027157.1
NZ_CP027158.1
NZ_CP027159.1
NZ_CP027161.1
NZ_CP027162.1
NZ_CP027163.1
NZ_CP027164.1
NZ_CP027425.1
NZ_CP027603.1
NZ_CP027613.1
NZ_CP027614.1
NZ_CP027615.1
NZ_CP027616.1
NZ_CP027617.1
NZ_CP028177.1
NZ_CP028178.1
NZ_CP028179.1
NZ_CP028181.1
NZ_CP028182.1
NZ_CP028389.2
NZ_CP028390.1
NZ_CP028539.1
NZ_CP028540.1
NZ_CP028541.1
NZ_CP028543.1
NZ_CP028544.1
NZ_CP028545.1
NZ_CP028546.1
NZ_CP028547.1
NZ_CP028549.1
NZ_CP028550.1
NZ_CP028551.1
NZ_CP028552.1
NZ_CP028553.1
NZ_CP028554.1
NZ_CP028579.1
NZ_CP028580.1
NZ_CP028581.1
NZ_CP028582.1
NZ_CP028717.1
NZ_CP028718.1
NZ_CP028779.1
NZ_CP028780.1
NZ_CP028781.1
NZ_CP028782.1
NZ_CP028784.1
NZ_CP028785.1
NZ_CP028786.1
NZ_CP028788.1
NZ_CP028789.1
NZ_CP028790.1
NZ_CP028791.1
NZ_CP028792.1
NZ_CP028794.1
NZ_CP028795.1
NZ_CP028796.1
NZ_CP028801.1
NZ_CP028802.1
NZ_CP028803.1
NZ_CP028804.1
NZ_CP028805.1
NZ_CP028817.1
NZ_CP028818.1
NZ_CP028819.1
NZ_CP028820.1
NZ_CP028821.1
NZ_CP028822.1
NZ_CP028823.1
NZ_CP028824.1
NZ_CP028825.1
NZ_CP028929.1
NZ_CP028930.1
NZ_CP028931.1
NZ_CP028952.1
NZ_CP028954.1
NZ_CP028955.1
NZ_CP028991.1
NZ_CP028992.1
NZ_CP028993.1
NZ_CP028995.1
NZ_CP028996.1
NZ_CP028997.1
NZ_CP028998.1
NZ_CP028999.1
NZ_CP029000.1
NZ_CP029098.1
NZ_CP029100.1
NZ_CP029101.1
NZ_CP029102.1
NZ_CP029127.1
NZ_CP029135.1
NZ_CP029136.1
NZ_CP029138.1
NZ_CP029139.1
NZ_CP029140.1
NZ_CP029142.1
NZ_CP029143.1
NZ_CP029144.1
NZ_CP029221.1
NZ_CP029222.1
NZ_CP029223.1
NZ_CP029224.1
NZ_CP029225.1
NZ_CP029227.1
NZ_CP029228.1
NZ_CP029229.1
NZ_CP029230.1
NZ_FO834904.1
NZ_FO834905.1
NZ_LN824134.1
NZ_LN824135.1
NZ_LN824136.1
NZ_LN824137.1
NZ_LN824138.1
NZ_LN824139.1
NZ_LT216437.1
NZ_LT216438.1
NZ_LT216439.1
NZ_LT216440.1
AB616660.2
AB715422.2
AE006471.2
AJGY01000060.1
AJGY01000090.1
AP014611.1
AP014654.2
AP014804.1
AP014805.1
AP014806.1
AP014807.1
AP014939.1
CM004293.1
CP002127.1
CP002128.1
CP006737.1
CP007449.1
CP007450.1
CP008701.1
CP009231.1
CP009232.1
CP009233.1
CP009410.2
CP009411.2
CP009412.2
CP009413.2
CP009414.2
CP010513.1
CP011658.1
CP011999.1
CP012000.1
CP012197.1
CP012198.1
CP012902.1
CP012903.1
CP012904.1
CP013215.1
CP013836.1
CP014776.1
CP014777.1
CP014778.1
CP014779.1
CP014962.1
CP015086.1
CP015977.1
CP016815.1
CP016864.1
CP016865.1
CP016866.1
CP016867.1
CP016890.1
CP016891.1
CP016892.1
CP016919.1
CP016920.1
CP016921.1
CP016922.1
CP016924.1
CP016925.1
CP016927.1
CP016932.1
CP016933.1
CP016934.1
CP016936.1
CP016938.1
CP016939.1
CP016941.1
CP016942.1
CP016943.1
CP016946.1
CP016947.1
CU928146.1
EF219134.3
EU418923.1
EU418926.1
EU418931.1
FN691998.1
HF560649.1
HF922624.1
HF969016.1
HG813238.1
HG813239.1
HG918041.1
HG969995.1
HG969996.1
HG969997.1
HG969998.1
HG969999.1
HG970000.1
HG970001.1
HM138194.1
JMMY01000002.1
JMSW01000002.1
JMSW01000004.1
JMSX01000002.1
JMSX01000003.1
JMSX01000004.1
JMSX01000005.1
JN194214.1
JN233704.1
JNBM01000002.1
JNBM01000003.1
JNBM01000005.1
JX065631.1
KC887916.2
KC887917.2
KC999035.4
KF601686.2
KF743817.1
KF992018.2
KJ020575.1
KJ020576.1
KJ158441.1
KJ187750.1
KJ187751.1
KJ187752.1
KJ190020.1
KJ201886.1
KJ201887.1
KJ406378.1
KJ440075.1
KJ440076.1
KJ460501.1
KJ541068.1
KJ541069.1
KJ541070.1
KJ541071.1
KJ563250.1
KJ577613.1
KJ588779.1
KJ653815.1
KJ721789.1
KJ721790.1
KJ721805.1
KJ802404.1
KJ802405.1
KJ812998.1
KJ866866.1
KJ958926.1
KJ958927.1
KM023153.1
KM052220.1
KM085449.1
KM085450.1
KM085451.1
KM085452.1
KM085453.1
KM107838.1
KM107839.1
KM107840.1
KM107841.1
KM107842.1
KM107843.1
KM107844.1
KM107845.1
KM107846.1
KM107847.1
KM107848.1
KM112087.1
KM198330.1
KM207012.2
KM212169.1
KM287568.1
KM373703.1
KM377238.1
KM377239.1
KM377240.1
KM396298.1
KM396299.1
KM396300.1
KM400601.1
KM406488.1
KM406489.1
KM406490.1
KM406491.1
KM409652.1
KM577619.1
KM580532.1
KM580533.1
KM660724.1
KM670336.1
KM877269.1
KM877517.1
KM977631.1
KP008371.1
KP017243.1
KP025948.1
KP056256.1
KP061858.1
KP091735.1
KP125892.1
KP125893.1
KP143090.1
KP198615.1
KP198616.1
KP205272.1
KP276584.1
KP294351.1
KP313759.1
KP324830.1
KP330456.1
KP345882.1
KP347127.1
KP398867.1
KP400525.1
KP453775.1
KP659188.1
KP689347.1
KP726894.1
KP742988.1
KP763470.1
KP765744.1
KP776609.1
KP789019.1
KP789020.1
KP792123.1
KP868646.1
KP868647.1
KP893385.1
KP899803.1
KP899804.1
KP899805.1
KP899806.1
KP900015.1
KP900016.1
KP942676.1
KP970685.1
KP975074.1
KP975075.1
KP975077.1
KP979588.1
KP979589.1
KP987215.1
KP987216.1
KP987217.1
KP987218.1
KR059864.1
KR078259.1
KR091911.1
KR091915.1
KR259130.1
KR259131.1
KR259132.1
KR259133.1
KR259134.1
KR351290.1
KR559888.1
KR559889.1
KR559890.1
KR653209.1
KR779901.1
KR822246.1
KR822247.1
KR827684.1
KR869777.1
KR905384.1
KR905385.1
KR905386.1
KR905387.1
KR905388.1
KR905389.1
KR905390.1
KT002541.1
KT005457.1
KT020860.1
KT070138.1
KT074362.1
KT148595.1
KT185451.1
KT203286.1
KT207463.1
KT225462.1
KT225520.1
KT282968.1
KT307967.1
KT317611.1
KT317612.1
KT317613.1
KT317614.1
KT334335.1
KT345945.1
KT345946.1
KT345947.1
KT347600.1
KT351734.1
KT351735.1
KT351736.1
KT351737.1
KT362706.1
KT693143.1
KT693144.1
KT693145.1
KT725788.1
KT725789.1
KT754160.1
KT754161.1
KT754162.1
KT754163.1
KT754164.1
KT754165.1
KT754166.1
KT754167.1
KT779550.1
KT818627.1
KT824791.1
KT868530.1
KT879914.1
KT896499.1
KT896500.1
KT896501.1
KT896502.1
KT896503.1
KT935445.1
KT935446.1
KT937280.1
KT937281.1
KT937282.1
KT950740.1
KT950741.1
KT982613.1
KT982614.1
KT982616.1
KT982617.1
KT982618.1
KT988018.1
KT988019.1
KT988020.1
KT988306.1
KT989598.1
KT989599.1
KT990220.1
KU051707.1
KU051708.1
KU051709.1
KU051710.1
KU130396.1
KU159085.1
KU159086.1
KU160530.1
KU166868.1
KU176944.1
KU254578.1
KU254579.1
KU254580.1
KU254581.1
KU288634.1
KU295131.1
KU295132.1
KU295133.1
KU295134.1
KU295135.1
KU295136.1
KU302800.1
KU302801.1
KU302802.1
KU302803.1
KU302804.1
KU302805.1
KU302806.1
KU302807.1
KU302808.1
KU302809.1
KU312044.1
KU314941.1
KU315015.1
KU318419.1
KU318420.1
KU318421.1
KU341381.1
KU353730.1
KU355873.1
KU355874.1
KU665641.1
KU665642.1
KU674895.1
KU726092.1
KU726616.1
KU743383.1
KU743384.1
KU761326.1
KU761327.1
KU761328.1
KU870627.1
KU886034.1
KU922754.1
KU932021.1
KU932022.1
KU932023.1
KU932024.1
KU932025.1
KU932026.1
KU932027.1
KU932028.1
KU932029.1
KU932030.1
KU932031.1
KU932032.1
KU932033.1
KU932034.1
KU934011.1
KU934209.1
KU963389.1
KU963390.1
KU980950.1
KU987452.1
KU987453.1
KU994859.1
KU997026.1
KX009507.1
KX013538.1
KX013539.1
KX013540.1
KX015668.1
KX032519.1
KX032520.1
KX034083.1
KX084392.1
KX084393.1
KX084394.1
KX118608.1
KX129782.1
KX129783.1
KX129784.1
KX156772.1
KX156773.1
KX230795.1
KX236178.1
KX236309.1
KX244760.1
KX276657.1
KX443694.1
KX447767.1
KX447768.1
KX528699.1
LC019731.1
LC055503.1
LC155908.1
LC155909.1
LK391770.1
LN610760.1
LN623683.2
LN624486.1
LN735558.1
LN735559.1
LN735560.1
LN735561.1
LN794247.1
LN794248.1
LN831046.1
LN854558.1
LN854559.1
LN854560.1
LN864819.1
LN864820.1
LN864821.1
LN890286.1
LN897474.2
LN897475.2
LO017736.1
LO017737.1
LO017738.1
LT009688.1
LT009689.1
LT174531.1
LT575491.1
LT575492.1
NC_001371.1
NC_001373.1
NC_001378.1
NC_001537.1
NC_001735.4
NC_001740.1
NC_001848.1
NC_001898.1
NC_001910.1
NC_001911.1
NC_002056.1
NC_002070.1
NC_002090.1
NC_002119.1
NC_002120.1
NC_002122.1
NC_002127.1
NC_002128.1
NC_002134.1
NC_002142.1
NC_002144.1
NC_002145.1
NC_002252.1
NC_002253.1
NC_002305.1
NC_002483.1
NC_002487.1
NC_002497.1
NC_002498.1
NC_002523.4
NC_002525.1
NC_002610.1
NC_002632.1
NC_002638.1
NC_002698.1
NC_002773.1
NC_002809.1
NC_003079.1
NC_003114.1
NC_003131.1
NC_003132.1
NC_003134.1
NC_003277.1
NC_003292.1
NC_003384.1
NC_003385.1
NC_003425.1
NC_003455.1
NC_003456.1
NC_003457.1
NC_003486.1
NC_003789.1
NC_003905.1
NC_004429.1
NC_004445.1
NC_004446.1
NC_004464.2
